,Test_accuracy,correct_buys,correct_sells,correct_holds,correct_low_buys,correct_high_sells,correct_mid_holds,Profit gained,buy_n_hold profit
0,0.3486238420009613,2.5641025641025643,5.714285714285714,93.24324324324324,38.46153846153846,43.26923076923077,87.83783783783784,-85.1912587641848,10.800159697130724
0,0.4266054928302765,4.166666666666667,6.410256410256411,93.47826086956522,45.833333333333336,43.58974358974359,84.61538461538461,-73.8857236175545,10.800159697130724
0,0.5871559381484985,5.0,8.51063829787234,93.12977099236642,47.5,40.42553191489362,83.07692307692308,-29.072002608258927,10.800159697130724
0,0.7293577790260315,5.2631578947368425,3.7037037037037037,91.27906976744185,52.63157894736842,37.03703703703704,83.04093567251462,28.85522758022446,10.800159697130724
0,0.747706413269043,0.0,4.3478260869565215,91.01123595505618,41.1764705882353,34.78260869565217,83.05084745762711,7.467808788064759,10.800159697130724
0,0.8073394298553467,0.0,10.0,91.62303664921465,41.1764705882353,40.0,83.6842105263158,-71.57967002749507,10.800159697130724
0,0.8394495248794556,0.0,16.666666666666668,91.4572864321608,46.15384615384615,50.0,83.83838383838383,-60.65295735024666,10.800159697130724
0,0.857798159122467,0.0,25.0,91.6256157635468,45.45454545454545,50.0,84.15841584158416,-43.29649821191792,10.800159697130724
0,0.853210985660553,0.0,20.0,91.58415841584159,54.54545454545455,60.0,84.07960199004975,-34.41375524712703,10.800159697130724
0,0.853210985660553,0.0,14.285714285714286,92.03980099502488,60.0,57.142857142857146,84.0,-34.41375524712703,10.800159697130724
