,Test_accuracy,correct_buys,correct_sells,correct_holds,correct_low_buys,correct_high_sells,correct_mid_holds,Profit gained,buy_n_hold profit
0,0.17209301888942719,4.424778761061947,4.477611940298507,82.85714285714286,39.285714285714285,53.73134328358209,71.42857142857143,-77.56809484794513,-78.23835547143774
0,0.42790699005126953,5.0,12.0,93.33333333333333,41.41414141414141,56.0,82.22222222222223,-75.49380554028369,-78.23835547143774
0,0.055813953280448914,4.511278195488722,6.172839506172839,100.0,40.15151515151515,49.382716049382715,100.0,-86.50465452083928,-78.23835547143774
0,0.10697674751281738,4.054054054054054,5.769230769230769,93.33333333333333,38.775510204081634,48.07692307692308,80.0,-93.21819447437208,-78.23835547143774
0,0.3069767355918884,4.672897196261682,6.666666666666667,92.06349206349206,39.25233644859813,51.111111111111114,80.64516129032258,-83.85475454435357,-78.23835547143774
0,0.4883720874786377,4.285714285714286,7.894736842105263,92.5233644859813,41.42857142857143,50.0,84.90566037735849,-91.3224915209742,-78.23835547143774
0,0.6139534711837769,5.769230769230769,10.344827586206897,94.02985074626865,42.30769230769231,48.275862068965516,85.71428571428571,-91.08927766907193,-78.23835547143774
0,0.6883720755577087,4.651162790697675,11.764705882352942,92.90322580645162,37.2093023255814,52.94117647058823,84.41558441558442,-86.81551014859534,-78.23835547143774
0,0.7860465049743652,7.6923076923076925,18.181818181818183,92.69662921348315,53.84615384615385,63.63636363636363,85.31073446327683,-65.3250488261771,-78.23835547143774
0,0.8418604731559753,11.764705882352942,25.0,93.15789473684211,52.94117647058823,62.5,86.24338624338624,-71.80648637729827,-78.23835547143774
