,Test_accuracy,correct_buys,correct_sells,correct_holds,correct_low_buys,correct_high_sells,correct_mid_holds,Profit gained,buy_n_hold profit
0,0.11926605552434921,4.794520547945205,10.169491525423728,100.0,42.06896551724138,49.152542372881356,100.0,88.13063210832323,-40.19620025164952
0,0.11926605552434921,4.37956204379562,9.090909090909092,93.33333333333333,43.065693430656935,51.515151515151516,85.71428571428571,-57.739756052557034,-40.19620025164952
0,0.22018349170684814,4.62962962962963,8.450704225352112,94.87179487179488,44.44444444444444,50.70422535211268,89.47368421052632,-10.045565917234626,-40.19620025164952
0,0.29357796907424927,3.7037037037037037,9.803921568627452,93.22033898305085,44.44444444444444,47.05882352941177,91.37931034482759,-22.815356920131904,-40.19620025164952
0,0.4266054928302765,3.4482758620689653,10.81081081081081,91.48936170212765,43.67816091954023,48.648648648648646,83.87096774193549,-88.35218480128508,-40.19620025164952
0,0.5871559381484985,3.389830508474576,8.333333333333334,91.85185185185185,42.3728813559322,50.0,83.58208955223881,-22.501334137872263,-40.19620025164952
0,0.752293586730957,3.7037037037037037,6.666666666666667,92.04545454545455,37.03703703703704,60.0,84.0,-66.49094725611221,-40.19620025164952
0,0.6697247624397278,5.769230769230769,11.764705882352942,94.63087248322148,38.46153846153846,64.70588235294117,87.16216216216216,-28.742354834788188,-40.19620025164952
0,0.7981651425361633,4.3478260869565215,9.090909090909092,93.47826086956522,34.78260869565217,63.63636363636363,85.79234972677595,-80.5138643154418,-40.19620025164952
0,0.8486238718032837,7.142857142857143,12.5,93.36734693877551,28.571428571428573,62.5,85.64102564102564,-72.42130803876707,-40.19620025164952
