Date,previous_1d,EMA_7,willr_7,OBV_7,labels
2000-01-11,110.0,111.07142857142857,-50.0,-2165.0,2.0
2000-01-12,107.5,110.17857142857143,-62.5,-3480.0,2.0
2000-01-13,107.5,109.50892857142857,-42.85714285714286,-3480.0,2.0
2000-01-14,106.25,108.69419642857143,-41.66666666666667,-4650.0,1.0
2000-01-18,103.75,107.45814732142857,-50.0,-8790.0,2.0
2000-01-19,105.0,106.84361049107143,-42.85714285714286,-6260.0,2.0
2000-01-20,107.5,107.00770786830357,-23.076923076923077,-5430.0,2.0
2000-01-21,123.75,111.19328090122768,-0.0,330.0,0.0
2000-01-24,145.0,119.64496067592076,-9.09090909090909,10530.0,2.0
2000-01-25,130.0,122.23372050694057,-36.36363636363636,6930.0,2.0
2000-01-26,132.5,124.80029038020542,-31.818181818181817,9665.0,2.0
2000-01-27,140.0,128.60021778515406,-20.512820512820515,11870.0,2.0
2000-01-28,138.75,131.13766333886554,-25.0,9995.0,2.0
2000-01-31,135.0,132.10324750414915,-33.333333333333336,8330.0,2.0
2000-02-01,130.0,131.57743562811186,-80.0,7055.0,2.0
2000-02-02,132.5,131.8080767210839,-71.42857142857143,8510.0,2.0
2000-02-03,140.0,133.8560575408129,-28.571428571428573,10440.0,2.0
2000-02-04,137.5,134.76704315560968,-55.55555555555556,7380.0,2.0
2000-02-07,143.75,137.01278236670726,-27.77777777777778,9715.0,2.0
2000-02-08,145.0,139.00958677503044,-22.22222222222222,11975.0,2.0
2000-02-09,170.0,146.75719008127282,-32.0,28570.0,2.0
2000-02-10,171.25,152.88039256095462,-30.0,34630.0,2.0
2000-02-11,181.25,159.97279442071596,-14.583333333333334,41165.0,0.0
2000-02-14,186.25,166.54209581553698,-10.869565217391305,49310.0,2.0
2000-02-15,181.25,170.21907186165274,-26.0,43635.0,2.0
2000-02-16,177.5,172.03930389623955,-34.78260869565218,40350.0,2.0
2000-02-17,171.25,171.84197792217967,-52.5,36655.0,2.0
2000-02-18,177.5,173.25648344163474,-61.53846153846153,40495.0,2.0
2000-02-22,175.0,173.69236258122606,-81.81818181818181,34715.0,2.0
2000-02-23,171.25,173.08177193591956,-95.45454545454545,32425.0,2.0
2000-02-24,180.0,174.8113289519397,-63.63636363636363,36910.0,2.0
2000-02-25,177.5,175.48349671395476,-62.5,32835.0,2.0
2000-02-28,182.5,177.23762253546607,-37.5,38565.0,2.0
2000-02-29,175.0,176.67821690159957,-75.0,36650.0,2.0
2000-03-01,175.0,176.25866267619966,-75.0,36650.0,2.0
2000-03-02,187.5,179.06899700714973,-0.0,41450.0,2.0
2000-03-03,203.75,185.2392477553623,-28.947368421052634,52940.0,2.0
2000-03-06,200.0,188.92943581652173,-36.8421052631579,48105.0,2.0
2000-03-07,227.5,198.5720768623913,-8.333333333333334,65080.0,2.0
2000-03-08,212.5,202.05405764679347,-46.666666666666664,53145.0,0.0
2000-03-09,231.25,209.3530432350951,-21.666666666666668,60345.0,2.0
2000-03-10,230.0,214.51478242632132,-23.333333333333332,55035.0,2.0
2000-03-13,227.5,217.761086819741,-34.04255319148936,50215.0,2.0
2000-03-14,220.0,218.32081511480575,-52.38095238095238,41515.0,2.0
2000-03-15,200.0,213.7406113361043,-82.60869565217392,35730.0,2.0
2000-03-16,180.0,205.30545850207824,-93.10344827586208,27850.0,2.0
2000-03-17,195.0,202.7290938765587,-58.82352941176471,36430.0,2.0
2000-03-20,187.5,198.92182040741903,-67.64705882352942,32690.0,2.0
2000-03-21,172.5,192.31636530556426,-83.87096774193549,29340.0,2.0
2000-03-22,167.5,186.1122739791732,-87.5,23500.0,2.0
2000-03-23,162.5,180.2092054843799,-87.27272727272727,16715.0,1.0
2000-03-24,158.75,174.84440411328492,-89.18918918918918,13190.0,2.0
2000-03-27,182.5,176.7583030849637,-34.285714285714285,18870.0,2.0
2000-03-28,175.0,176.31872731372277,-51.42857142857143,17470.0,2.0
2000-03-29,172.5,175.36404548529208,-34.78260869565218,16830.0,2.0
2000-03-30,158.75,171.21053411396906,-82.60869565217392,11820.0,2.0
2000-03-31,160.0,168.4079005854768,-64.28571428571429,14265.0,2.0
2000-04-03,160.0,166.3059254391076,-64.28571428571429,14265.0,2.0
2000-04-04,158.75,164.4169440793307,-67.85714285714286,11480.0,2.0
2000-04-05,145.0,159.56270805949802,-83.33333333333333,8430.0,2.0
2000-04-06,151.25,157.4845310446235,-65.625,10780.0,2.0
2000-04-07,165.0,159.36339828346763,-21.42857142857143,14620.0,0.0
2000-04-10,168.75,161.71004871260072,-10.714285714285715,15695.0,2.0
2000-04-11,161.25,161.59503653445054,-32.142857142857146,14535.0,2.0
2000-04-12,155.0,159.94627740083791,-50.0,11935.0,2.0
2000-04-13,146.25,156.52220805062842,-75.0,10430.0,2.0
2000-04-14,137.5,151.7666560379713,-73.6842105263158,4730.0,2.0
2000-04-17,112.5,141.94999202847848,-92.3076923076923,-1495.0,2.0
2000-04-18,105.0,132.71249402135885,-96.42857142857143,-6360.0,2.0
2000-04-19,112.5,127.65937051601914,-70.0,5675.0,2.0
2000-04-20,100.0,120.74452788701436,-85.96491228070175,2690.0,2.0
2000-04-24,110.0,118.05839591526077,-70.37037037037037,5765.0,1.0
2000-04-25,95.0,112.29379693644557,-91.11111111111111,-2145.0,2.0
2000-04-26,106.25,110.78284770233418,-61.76470588235294,1390.0,2.0
2000-04-27,110.0,110.58713577675064,-33.333333333333336,5750.0,2.0
2000-04-28,111.25,110.75285183256298,-32.0,8105.0,2.0
2000-05-01,117.5,112.43963887442223,-12.0,11780.0,0.0
2000-05-02,133.75,117.76722915581666,-7.894736842105264,17090.0,2.0
2000-05-03,133.75,121.7629218668625,-7.894736842105264,17090.0,2.0
2000-05-04,128.75,123.50969140014688,-20.58823529411765,15855.0,2.0
2000-05-05,132.5,125.75726855011015,-16.666666666666668,20045.0,2.0
2000-05-08,131.25,127.13045141258262,-23.80952380952381,19210.0,2.0
2000-05-09,128.75,127.53533855943697,-33.33333333333333,18630.0,2.0
2000-05-10,123.75,126.58900391957772,-64.70588235294117,16910.0,2.0
2000-05-11,123.75,125.87925293968328,-56.25,16910.0,1.0
2000-05-12,120.0,124.40943970476246,-75.0,15115.0,2.0
2000-05-15,123.75,124.24457977857185,-56.25,19265.0,2.0
2000-05-16,125.0,124.43343483392889,-42.85714285714286,20730.0,2.0
2000-05-17,126.25,124.88757612544666,-35.714285714285715,23165.0,2.0
2000-05-18,125.0,124.91568209408499,-27.27272727272727,22290.0,2.0
2000-05-19,122.5,124.31176157056373,-37.5,12880.0,0.0
2000-05-22,127.5,125.1088211779228,-12.5,15145.0,2.0
2000-05-23,121.25,124.14411588344211,-43.75,13900.0,1.0
2000-05-24,115.0,121.85808691258158,-75.0,11010.0,2.0
2000-05-25,117.5,120.76856518443618,-62.5,13330.0,2.0
2000-05-26,115.0,119.32642388832714,-75.0,12235.0,2.0
2000-05-30,115.0,118.24481791624535,-75.0,12235.0,2.0
2000-05-31,117.5,118.05861343718402,-50.0,13435.0,2.0
2000-06-01,118.75,118.23146007788802,-43.75,14735.0,2.0
2000-06-02,118.75,118.36109505841601,-25.0,14735.0,2.0
2000-06-05,117.5,118.145821293812,-33.333333333333336,12925.0,2.0
2000-06-06,120.0,118.60936597035901,-16.666666666666668,14830.0,2.0
2000-06-07,121.25,119.26952447776925,-31.25,17310.0,2.0
2000-06-08,126.25,121.01464335832694,-6.25,18455.0,2.0
2000-06-09,125.0,122.01098251874521,-15.384615384615383,16775.0,2.0
2000-06-12,125.0,122.7582368890589,-15.384615384615383,16775.0,2.0
2000-06-13,122.5,122.69367766679417,-30.769230769230766,15220.0,2.0
2000-06-14,127.5,123.89525825009562,-0.0,18425.0,2.0
2000-06-15,127.5,124.79644368757172,-0.0,18425.0,2.0
2000-06-16,128.75,125.7848327656788,-7.142857142857143,20845.0,2.0
2000-06-19,140.0,129.3386245742591,-0.0,22725.0,2.0
2000-06-20,146.25,133.56646843069433,-0.0,25250.0,2.0
2000-06-21,151.25,137.98735132302073,-8.823529411764707,29420.0,0.0
2000-06-22,158.75,143.17801349226556,-0.0,31810.0,2.0
2000-06-23,152.5,145.50851011919917,-16.129032258064516,29655.0,2.0
2000-06-26,155.0,147.88138258939938,-9.67741935483871,33560.0,2.0
2000-06-27,153.75,149.34853694204952,-14.814814814814813,30865.0,2.0
2000-06-28,150.0,149.51140270653713,-36.8421052631579,29990.0,2.0
2000-06-29,150.0,149.63355202990283,-63.63636363636363,29990.0,2.0
2000-06-30,147.5,149.10016402242712,-69.23076923076923,29105.0,2.0
2000-07-03,146.25,148.38762301682033,-76.92307692307692,27195.0,2.0
2000-07-05,146.25,147.85321726261526,-75.0,27195.0,2.0
2000-07-06,143.75,146.82741294696143,-78.57142857142857,26520.0,2.0
2000-07-07,143.75,146.05805971022107,-75.0,26520.0,2.0
2000-07-10,143.75,145.4810447826658,-75.0,26520.0,2.0
2000-07-11,142.5,144.73578358699936,-71.42857142857143,25550.0,2.0
2000-07-12,142.5,144.17683769024953,-66.66666666666667,25550.0,2.0
2000-07-13,145.0,144.38262826768715,-30.0,27525.0,2.0
2000-07-14,142.5,143.91197120076538,-50.0,26680.0,2.0
2000-07-17,140.0,142.93397840057403,-50.0,25485.0,2.0
2000-07-18,137.5,141.57548380043053,-66.66666666666667,24530.0,2.0
2000-07-19,140.0,141.1816128503229,-50.0,25140.0,2.0
2000-07-20,132.5,139.01120963774218,-75.0,23975.0,2.0
2000-07-21,132.5,137.38340722830662,-60.0,23975.0,2.0
2000-07-24,138.75,137.72505542122997,-35.0,25275.0,2.0
2000-07-25,130.0,135.79379156592248,-57.142857142857146,24330.0,1.0
2000-07-26,125.0,133.09534367444186,-85.71428571428572,23115.0,2.0
2000-07-27,135.0,133.5715077558314,-28.571428571428573,25475.0,0.0
2000-07-28,145.0,136.42863081687355,-18.18181818181818,27270.0,2.0
2000-07-31,140.0,137.32147311265516,-36.36363636363636,25385.0,2.0
2000-08-01,137.5,137.36610483449135,-45.45454545454545,23675.0,2.0
2000-08-02,137.5,137.39957862586851,-45.45454545454545,23675.0,2.0
2000-08-03,133.75,136.48718396940137,-59.090909090909086,23085.0,2.0
2000-08-04,132.5,135.49038797705103,-63.63636363636363,20240.0,2.0
2000-08-07,135.0,135.36779098278828,-63.15789473684211,21075.0,2.0
2000-08-08,132.5,134.6508432370912,-72.22222222222221,16875.0,2.0
2000-08-09,137.5,135.3631324278184,-18.18181818181818,17755.0,2.0
2000-08-10,142.5,137.1473493208638,-13.333333333333334,18925.0,2.0
2000-08-11,148.75,140.04801199064786,-10.0,20945.0,0.0
2000-08-14,162.5,145.6610089929859,-6.451612903225806,26060.0,2.0
2000-08-15,162.5,149.87075674473942,-6.666666666666667,26060.0,2.0
2000-08-16,162.5,153.02806755855457,-6.666666666666667,26060.0,2.0
2000-08-17,160.0,154.77105066891593,-14.285714285714286,24800.0,2.0
2000-08-18,160.0,156.07828800168696,-18.18181818181818,24800.0,2.0
2000-08-21,155.0,155.80871600126522,-44.44444444444444,22005.0,2.0
2000-08-22,155.0,155.60653700094892,-61.53846153846153,22005.0,2.0
2000-08-23,157.5,156.07990275071168,-37.5,24545.0,1.0
2000-08-24,150.0,154.55992706303377,-75.0,23085.0,2.0
2000-08-25,153.75,154.35744529727532,-56.25,24165.0,2.0
2000-08-28,162.5,156.3930839729565,-12.5,26670.0,2.0
2000-08-29,160.0,157.2948129797174,-25.0,25240.0,2.0
2000-08-30,170.0,160.47110973478806,-4.761904761904762,30415.0,2.0
2000-08-31,178.75,165.04083230109103,-0.0,35325.0,0.0
2000-09-01,183.75,169.71812422581826,-3.3333333333333335,40935.0,2.0
2000-09-05,182.5,172.9135931693637,-7.142857142857143,37910.0,2.0
2000-09-06,178.75,174.37269487702278,-19.23076923076923,35605.0,2.0
2000-09-07,178.75,175.46702115776708,-20.833333333333336,35605.0,2.0
2000-09-08,178.75,176.28776586832532,-20.833333333333336,35605.0,2.0
2000-09-11,176.25,176.278324401244,-35.0,34050.0,2.0
2000-09-12,173.75,175.646243300933,-81.81818181818181,32075.0,2.0
2000-09-13,177.5,176.10968247569974,-54.54545454545454,33815.0,2.0
2000-09-14,177.5,176.4572618567748,-33.333333333333336,33815.0,0.0
2000-09-15,180.0,177.3429463925811,-27.27272727272727,37465.0,2.0
2000-09-18,176.25,177.06970979443582,-54.54545454545454,36155.0,2.0
2000-09-19,175.0,176.55228234582688,-58.333333333333336,35050.0,2.0
2000-09-20,173.75,175.85171175937018,-61.53846153846153,33745.0,2.0
2000-09-21,172.5,175.01378381952765,-60.0,31585.0,2.0
2000-09-22,158.75,170.94783786464575,-95.23809523809524,25425.0,2.0
2000-09-25,161.25,168.5233783984843,-69.23076923076923,29700.0,2.0
2000-09-26,160.0,166.39253379886324,-69.56521739130436,27895.0,1.0
2000-09-27,155.0,163.54440034914742,-82.60869565217392,25325.0,2.0
2000-09-28,158.0,162.15830026186057,-68.0,26760.0,2.0
2000-09-29,162.0,162.11872519639542,-46.666666666666664,28090.0,0.0
2000-10-02,182.0,167.08904389729656,-0.0,32185.0,2.0
2000-10-03,174.0,168.81678292297244,-25.0,30145.0,2.0
2000-10-04,174.0,170.11258719222934,-25.0,30145.0,2.0
2000-10-05,169.60000610351562,169.98444192005093,-38.74998092651367,28935.0,2.0
2000-10-06,170.0,169.9883314400382,-44.44444444444444,29945.0,2.0
2000-10-09,163.0,168.24124858002864,-70.37037037037037,28560.0,2.0
2000-10-10,160.0,166.18093643502147,-78.57142857142857,26730.0,2.0
2000-10-11,155.0,163.38570232626608,-96.42857142857142,26390.0,2.0
2000-10-12,155.0,161.28927674469958,-84.375,26390.0,2.0
2000-10-13,150.0,158.46695755852468,-84.07643002580389,25500.0,2.0
2000-10-16,149.8000030517578,156.30021893183297,-76.8707331174958,24560.0,2.0
2000-10-17,145.0,153.47516419887472,-92.59259259259258,23740.0,2.0
2000-10-18,143.0,150.85637314915604,-70.80291320420163,22880.0,1.0
2000-10-19,140.0,148.14227986186702,-81.48148148148148,21080.0,2.0
2000-10-20,142.39999389648438,146.70670837052137,-63.000030517578125,25655.0,2.0
2000-10-23,150.0,147.53003127789103,-25.0,27155.0,0.0
2000-10-24,160.0,150.64752345841828,-0.0,27715.0,2.0
2000-10-25,159.0,152.7356425938137,-4.0,26770.0,2.0
2000-10-26,152.0,152.55173194536027,-32.0,26130.0,2.0
2000-10-27,152.0,152.4137989590202,-32.0,26130.0,2.0
2000-10-30,140.0,149.31034921926516,-80.0,24820.0,2.0
2000-10-31,141.60000610351562,147.38276344032778,-76.66664123535156,26450.0,2.0
2000-11-01,148.0,147.53707258024582,-50.0,28445.0,2.0
2000-11-02,147.0,147.40280443518435,-54.16666666666667,28210.0,2.0
2000-11-03,158.0,150.05210332638825,-0.0,29275.0,2.0
2000-11-06,162.0,153.03907749479117,-16.129032258064516,30505.0,2.0
2000-11-07,165.0,156.02930812109338,-9.375,31185.0,2.0
2000-11-08,165.0,158.27198109082002,-12.5,31185.0,0.0
2000-11-09,169.60000610351562,161.10398734399394,-0.0,31635.0,2.0
2000-11-10,162.0,161.32799050799545,-28.571444961101566,30830.0,2.0
2000-11-13,164.0,161.9959928809966,-24.778781376720495,31095.0,2.0
2000-11-14,160.0,161.49699466074745,-65.75343897427537,30420.0,2.0
2000-11-15,165.0,162.3727459955606,-31.506877948550727,30860.0,2.0
2000-11-16,163.0,162.52955949667046,-45.20550235884058,30510.0,2.0
2000-11-17,160.0,161.89716962250284,-65.75343897427537,29955.0,2.0
2000-11-20,161.0,161.67287721687714,-58.333315672690354,30540.0,2.0
2000-11-21,153.0,159.50465791265785,-63.82977687271169,28675.0,1.0
2000-11-22,150.0,157.12849343449338,-75.0,25925.0,2.0
2000-11-24,158.0,157.34637007587003,-35.0,26500.0,2.0
2000-11-27,159.0,157.75977755690252,-30.0,26885.0,2.0
2000-11-28,155.0,157.0698331676769,-50.0,26725.0,2.0
2000-11-29,155.0,156.55237487575766,-50.0,26725.0,2.0
2000-11-30,155.0,156.16428115681825,-39.75905829406801,26725.0,2.0
2000-12-01,155.60000610351562,156.0232123934926,-29.333292643229168,28930.0,2.0
2000-12-04,171.0,159.76740929511945,-25.714285714285715,36365.0,2.0
2000-12-05,173.1999969482422,163.12555620840013,-19.428580147879465,37415.0,2.0
2000-12-06,180.0,167.3441671563001,-0.0,43085.0,2.0
2000-12-07,179.8000030517578,170.45812613016454,-3.3333248562282987,38690.0,2.0
2000-12-08,180.8000030517578,173.04359536056285,-3.2432349952491553,40100.0,0.0
2000-12-11,185.0,176.03269652042212,-0.0,43850.0,2.0
2000-12-12,185.0,178.27452239031658,-14.28572782500727,43850.0,2.0
2000-12-13,183.0,179.45589179273742,-31.13208633590612,41385.0,2.0
2000-12-14,184.0,180.59191884455305,-29.166679912134757,42650.0,2.0
2000-12-15,183.6000061035156,181.34394065929368,-32.25805393077768,41765.0,2.0
2000-12-18,184.0,182.00795549447025,-44.44447135587584,42890.0,2.0
2000-12-19,184.0,182.5059666208527,-38.356190153695536,42890.0,2.0
2000-12-20,182.0,182.37947496563953,-52.05481456398542,41420.0,2.0
2000-12-21,182.3999938964844,182.38460469835076,-38.333384195963305,47075.0,2.0
2000-12-22,184.0,182.78845352376305,-25.0,50030.0,2.0
2000-12-26,180.0,182.09134014282228,-58.333333333333336,49390.0,2.0
2000-12-27,184.0,182.56850510711672,-14.285714285714285,50030.0,2.0
2000-12-28,180.0,181.92637883033754,-42.857142857142854,47995.0,2.0
2000-12-29,179.0,181.19478412275316,-49.99999999999999,45295.0,2.0
2001-01-02,170.0,178.39608809206487,-91.95405524385131,41595.0,2.0
2001-01-03,168.1999969482422,175.8470653061092,-100.0,36660.0,1.0
2001-01-04,167.0,173.63529897958188,-66.66666666666666,34075.0,2.0
2001-01-05,168.0,172.2264742346864,-62.68657141311743,40470.0,2.0
2001-01-08,185.0,175.4198556760148,-0.0,42495.0,2.0
2001-01-09,179.8000030517578,176.51489251995056,-31.874990463256836,40415.0,2.0
2001-01-10,190.0,179.88616938996293,-0.0,45345.0,2.0
2001-01-11,203.6000061035156,185.8146285683511,-0.8695519488791378,52765.0,2.0
2001-01-12,200.0,189.36097142626335,-8.695652173913043,51605.0,2.0
2001-01-16,204.0,193.0207285696975,-2.272727272727273,53685.0,2.0
2001-01-17,203.0,195.51554642727314,-5.128205128205128,51180.0,2.0
2001-01-18,206.0,198.13665982045484,-0.0,55210.0,2.0
2001-01-19,214.0,202.10249486534113,-1.01521309250785,59495.0,0.0
2001-01-22,220.0,206.57687114900585,-0.0,62800.0,2.0
2001-01-23,212.8000030517578,208.13265412469383,-28.79998779296875,60870.0,2.0
2001-01-24,210.0,208.5994905935204,-40.0,59075.0,2.0
2001-01-25,208.0,208.4496179451403,-48.0,58120.0,2.0
2001-01-26,205.0,207.58721345885522,-75.0,56650.0,2.0
2001-01-29,209.0,207.9404100941414,-68.75,57940.0,2.0
2001-01-30,208.0,207.95530757060607,-65.93407698982608,56390.0,2.0
2001-01-31,208.0,207.96648067795456,-61.72840669013255,56390.0,2.0
2001-02-01,208.0,207.97486050846592,-49.18034017102355,56390.0,2.0
2001-02-02,204.0,206.98114538134945,-73.17075893895552,55760.0,2.0
2001-02-05,205.0,206.48585903601207,-55.55555555555556,58940.0,2.0
2001-02-06,203.8000030517578,205.81439503994852,-68.88885498046875,57815.0,2.0
2001-02-07,203.8000030517578,205.31079704290084,-68.88885498046875,57815.0,2.0
2001-02-08,203.0,204.73309778217563,-46.66666666666667,54305.0,2.0
2001-02-09,207.0,205.29982333663173,-20.0,55150.0,2.0
2001-02-12,204.0,204.97486750247378,-30.769230769230766,53180.0,2.0
2001-02-13,200.0,203.73115062685534,-61.53846153846153,52575.0,2.0
2001-02-14,201.0,203.0483629701415,-53.84615384615385,54480.0,2.0
2001-02-15,200.0,202.28627222760613,-58.333333333333336,53200.0,2.0
2001-02-16,200.3999938964844,201.8147026448257,-55.000050862629976,54490.0,2.0
2001-02-20,198.0,200.86102698361927,-56.25,53090.0,2.0
2001-02-21,195.0,199.39577023771446,-71.42857142857142,52185.0,2.0
2001-02-22,180.0,194.54682767828584,-88.46153846153845,49055.0,2.0
2001-02-23,178.0,190.41012075871438,-80.0,46920.0,2.0
2001-02-26,177.0,187.0575905690358,-76.97367958745048,43565.0,2.0
2001-02-27,172.0,183.29319292677684,-93.42105131070014,42435.0,2.0
2001-02-28,170.0,179.96989469508264,-78.94736842105263,40755.0,1.0
2001-03-01,160.1999969482422,175.02742025837253,-82.23142163381299,34540.0,2.0
2001-03-02,165.0,172.5205651937794,-66.96428115270606,38035.0,2.0
2001-03-05,172.0,172.39042389533455,-29.2207763254957,39690.0,2.0
2001-03-06,178.39999389648438,173.892816395622,-5.369147448531034,40900.0,2.0
2001-03-07,179.8000030517578,175.36961305965593,-0.6711306300701546,43600.0,2.0
2001-03-08,186.0,178.02720979474196,-0.0,44795.0,0.0
2001-03-09,187.6000061035156,180.42040887193536,-12.616807269742996,46825.0,2.0
2001-03-12,185.6000061035156,181.71530817983043,-17.28970413281427,45470.0,2.0
2001-03-13,183.8000030517578,182.23648189781227,-27.71083672864401,42365.0,2.0
2001-03-14,186.0,183.1773614233592,-35.0,45445.0,2.0
2001-03-15,175.0,181.1330210675194,-85.71428571428572,43095.0,2.0
