,Test_accuracy,correct_buys,correct_sells,correct_holds,correct_low_buys,correct_high_sells,correct_mid_holds,Profit gained,buy_n_hold profit
0,0.04128440469503403,4.128440366972477,0.0,0.0,39.1705069124424,0.0,0.0,-62.60600343231349,-62.60600343231349
0,0.04128440469503403,4.128440366972477,0.0,0.0,39.1705069124424,0.0,0.0,-62.60600343231349,-62.60600343231349
0,0.08256880939006805,10.126582278481013,5.839416058394161,100.0,55.69620253164557,44.85294117647059,50.0,206.96719526465236,-62.60600343231349
0,0.07339449226856232,9.411764705882353,6.015037593984962,0.0,51.76470588235294,45.45454545454545,0.0,72.3122847344589,-62.60600343231349
0,0.14220184087753296,8.0,7.0,88.88888888888889,50.0,48.0,70.58823529411765,-13.00089315268872,-62.60600343231349
0,0.1651376187801361,5.454545454545454,11.538461538461538,88.88888888888889,43.03030303030303,50.0,84.61538461538461,-66.2879305712269,-62.60600343231349
0,0.34403669834136963,7.368421052631579,7.407407407407407,92.7536231884058,49.473684210526315,44.44444444444444,82.3529411764706,-61.74184307545135,-62.60600343231349
0,0.6100917458534241,9.375,10.0,93.28358208955224,59.375,55.0,83.45864661654136,-65.83129217937625,-62.60600343231349
0,0.5504587292671204,9.090909090909092,6.451612903225806,92.56198347107438,53.03030303030303,41.935483870967744,80.0,4.460268918539384,-62.60600343231349
0,0.29357796907424927,8.823529411764707,7.291666666666667,94.44444444444444,54.411764705882355,48.421052631578945,81.48148148148148,109.20744431241971,-62.60600343231349
