,Test_accuracy,correct_buys,correct_sells,correct_holds,correct_low_buys,correct_high_sells,correct_mid_holds,Profit gained,buy_n_hold profit
0,0.07339449226856232,6.923076923076923,7.954545454545454,0.0,45.38461538461539,45.97701149425287,0.0,887.3332184673085,9944.028540000005
0,0.18807339668273926,9.900990099009901,6.666666666666667,92.5925925925926,49.504950495049506,47.19101123595506,81.48148148148148,1255.3079818463411,9944.028540000005
0,0.1651376187801361,8.823529411764707,6.521739130434782,87.5,51.96078431372549,48.35164835164835,83.33333333333333,1592.243908599975,9944.028540000005
0,0.2706421911716461,9.411764705882353,8.235294117647058,91.66666666666667,55.294117647058826,52.38095238095238,89.58333333333333,3216.856927859611,9944.028540000005
0,0.3623853325843811,7.6923076923076925,8.860759493670885,90.54054054054055,55.38461538461539,53.84615384615385,85.13513513513513,5372.633571518366,9944.028540000005
0,0.4541284441947937,8.0,7.462686567164179,89.10891089108911,58.0,53.03030303030303,82.17821782178218,3890.860748886284,9944.028540000005
0,0.646789014339447,10.714285714285714,9.30232558139535,91.15646258503402,53.57142857142857,59.523809523809526,83.6734693877551,2851.458667863409,9944.028540000005
0,0.7201834917068481,6.25,9.090909090909092,90.53254437869822,43.75,56.25,84.02366863905326,433.92087655842397,9944.028540000005
0,0.8073394298553467,10.0,15.0,91.48936170212765,40.0,57.89473684210526,85.63829787234043,271.6690239555658,9944.028540000005
0,0.8211008906364441,9.090909090909092,8.333333333333334,90.76923076923077,36.36363636363637,63.63636363636363,85.12820512820512,377.9290677192949,9944.028540000005
