Date,previous_1d,EMA_12,willr_14,OBV_7,labels
2000-01-21,50.0,47.379245253944774,-27.70083102493075,21139400.0,2.0
2000-01-24,48.5,47.551669061030196,-40.99722991689751,17619200.0,2.0
2000-01-25,47.0,47.46679689779478,-54.29362880886427,12613700.0,2.0
2000-01-26,49.6875,47.808443528903275,-30.470914127423825,16344500.0,2.0
2000-01-27,50.4375,48.21291375522585,-27.21518987341772,20127300.0,2.0
2000-01-28,48.9375,48.32438856211418,-43.08681672025724,17017700.0,1.0
2000-01-31,46.0,47.96679032178892,-87.02290076335878,14183100.0,2.0
2000-02-01,48.9375,48.11613027228293,-51.14503816793893,17432800.0,2.0
2000-02-02,51.875,48.69441792270094,-15.267175572519083,21963300.0,2.0
2000-02-03,53.9375,49.50104593459311,-0.6944444444444444,26909000.0,0.0
2000-02-04,54.1875,50.22203886773263,-8.125,31549800.0,2.0
2000-02-07,53.0,50.64941750346607,-21.472392638036812,28276100.0,2.0
2000-02-08,51.25,50.74181481062514,-38.650306748466264,25709400.0,2.0
2000-02-09,53.0625,51.098843301298196,-20.858895705521473,28150100.0,2.0
2000-02-10,52.875,51.37209817802155,-22.699386503067487,26683300.0,2.0
2000-02-11,52.125,51.4879292275567,-30.061349693251536,23921500.0,2.0
2000-02-14,51.6875,51.51863242331721,-34.355828220858896,21850500.0,2.0
2000-02-15,50.75,51.40038128126841,-43.55828220858896,19994200.0,2.0
2000-02-16,49.375,51.08878416107327,-57.05521472392638,17318800.0,2.0
2000-02-17,47.75,50.57512505936969,-73.00613496932516,13087200.0,1.0
2000-02-18,44.0,49.5635673579282,-95.72192513368984,6131800.0,2.0
2000-02-22,44.9375,48.85186468747771,-76.99530516431925,12136000.0,2.0
2000-02-23,44.0,48.105423966327294,-84.03755868544602,8366400.0,2.0
2000-02-24,44.5625,47.56035874073848,-79.81220657276995,12633700.0,2.0
2000-02-25,44.375,47.07030354985564,-81.22065727699531,8643200.0,2.0
2000-02-28,47.5625,47.146026080647076,-52.10526315789474,16341600.0,2.0
2000-02-29,48.9375,47.421637452855215,-40.526315789473685,22962900.0,2.0
2000-03-01,49.625,47.76061630626211,-30.337078651685392,26644700.0,2.0
2000-03-02,46.5,47.56667533606794,-57.95454545454545,22020300.0,2.0
2000-03-03,49.625,47.883340668980566,-25.74850299401198,29862100.0,2.0
2000-03-06,49.9375,48.199365181445096,-19.375,32292600.0,0.0
2000-03-07,50.125,48.495616691992005,-17.5,35711800.0,2.0
2000-03-08,45.375,48.015521816300925,-65.0,28205700.0,2.0
2000-03-09,45.625,47.647749229177705,-62.5,34732300.0,2.0
2000-03-10,44.5625,47.173095501611904,-73.125,29795000.0,2.0
2000-03-13,44.125,46.70415773213315,-81.57894736842105,24861000.0,1.0
2000-03-14,43.0,46.13428731180497,-93.42105263157895,21113700.0,2.0
2000-03-15,43.3125,45.70016618691189,-90.13157894736842,23210800.0,2.0
2000-03-16,49.8125,46.33283292738699,-21.710526315789473,28726100.0,0.0
2000-03-17,55.953125,47.812877861635144,-0.7990867579908676,41546700.0,2.0
2000-03-20,53.9375,48.755127421383584,-15.525114155251142,33780800.0,2.0
2000-03-21,52.3125,49.302415510401495,-27.397260273972602,29907000.0,2.0
2000-03-22,52.1875,49.746274662647416,-28.310502283105023,25571800.0,2.0
2000-03-23,52.875,50.22761702224012,-23.28767123287671,30644600.0,2.0
2000-03-24,53.625,50.75029132651087,-17.808219178082194,33574000.0,2.0
2000-03-27,53.875,51.23101573781689,-15.981735159817353,38828700.0,2.0
2000-03-28,53.4375,51.57047485507583,-19.178082191780824,36369600.0,2.0
2000-03-29,51.125,51.501940261987244,-36.073059360730596,30333000.0,2.0
2000-03-30,50.5,51.3477956062969,-40.63926940639269,24982600.0,1.0
2000-03-31,50.25,51.178903974558914,-42.465753424657535,16039800.0,2.0
2000-04-03,52.5625,51.39176490154985,-26.794258373205743,25993100.0,2.0
2000-04-04,52.5,51.56226260900372,-27.272727272727273,21793400.0,2.0
2000-04-05,54.0625,51.94691451531084,-25.6,31358500.0,2.0
2000-04-06,53.5,52.18585074372456,-35.0,28766800.0,2.0
2000-04-07,51.875,52.13802755238232,-61.0,24526300.0,2.0
2000-04-10,52.8125,52.2417925443235,-46.0,27114700.0,2.0
2000-04-11,54.25,52.5507475375045,-23.0,32910600.0,0.0
2000-04-12,57.4375,53.302555608657656,-2.2900763358778624,40213600.0,2.0
2000-04-13,55.0625,53.57331628424878,-49.152542372881356,32462200.0,2.0
2000-04-14,54.625,53.73511377897974,-53.10734463276836,26044000.0,2.0
2000-04-17,50.875,53.29509627452131,-87.00564971751412,21912400.0,1.0
2000-04-18,49.125,52.65354300151803,-80.17621145374449,14778000.0,2.0
2000-04-19,50.9375,52.38953638589987,-67.40088105726872,19955100.0,2.0
2000-04-20,52.25,52.368069249607586,-58.14977973568282,23463800.0,2.0
2000-04-24,54.8125,52.74413551889873,-40.08810572687224,27751800.0,2.0
2000-04-25,56.0,53.24503774676047,-31.718061674008812,33718900.0,2.0
2000-04-26,57.0,53.822724247258854,-24.669603524229075,37452200.0,2.0
2000-04-27,54.9375,53.99422820921903,-39.20704845814978,34371200.0,2.0
2000-04-28,56.0625,54.31242386933918,-31.277533039647576,39986800.0,2.0
2000-05-01,54.0625,54.273974043287,-45.37444933920705,36287800.0,0.0
2000-05-02,58.4375,54.91451649816592,-14.537444933920705,39917300.0,2.0
2000-05-03,54.75,54.88920626767886,-40.52863436123348,36187700.0,2.0
2000-05-04,52.1875,54.47355914957442,-53.694581280788185,28725000.0,2.0
