,Test_accuracy,correct_buys,correct_sells,correct_holds,correct_low_buys,correct_high_sells,correct_mid_holds,Profit gained,buy_n_hold profit
0,0.2654028534889221,4.516129032258065,0.0,92.45283018867924,42.20779220779221,66.66666666666667,88.67924528301887,-43.30734729173736,-54.68960086691082
0,0.35545024275779724,7.407407407407407,6.779661016949152,91.54929577464789,53.08641975308642,58.62068965517241,83.09859154929578,3.6295690928519946,-54.68960086691082
0,0.4123222827911377,6.172839506172839,10.638297872340425,92.7710843373494,55.55555555555556,57.4468085106383,84.14634146341463,-10.917746435516221,-54.68960086691082
0,0.4976303279399872,6.0606060606060606,11.904761904761905,93.20388349514563,50.0,54.76190476190476,81.37254901960785,-32.59947989796508,-54.68960086691082
0,0.5402843356132507,6.896551724137931,12.195121951219512,93.75,50.0,56.09756097560975,82.88288288288288,-91.16720226279921,-54.68960086691082
0,0.5876777172088623,6.25,12.820512820512821,93.54838709677419,54.166666666666664,58.97435897435897,83.73983739837398,-91.39284589334855,-54.68960086691082
0,0.6540284156799316,5.882352941176471,9.090909090909092,92.36111111111111,50.0,63.63636363636363,83.21678321678321,-91.93022526678688,-54.68960086691082
0,0.6635071039199829,3.225806451612903,6.666666666666667,91.33333333333333,51.61290322580645,60.0,82.5503355704698,-89.55389758629013,-54.68960086691082
0,0.7156398296356201,4.0,8.333333333333334,91.35802469135803,52.0,58.333333333333336,81.98757763975155,-78.6910907737647,-54.68960086691082
0,0.7440758347511292,0.0,10.0,91.17647058823529,42.857142857142854,60.0,81.65680473372781,-80.2371936268696,-54.68960086691082
