,Test_accuracy,correct_buys,correct_sells,correct_holds,correct_low_buys,correct_high_sells,correct_mid_holds,Profit gained,buy_n_hold profit
0,0.0379146933555603,3.902439024390244,0.0,0.0,43.627450980392155,66.66666666666667,0.0,-63.91889498237083,-54.68960086691082
0,0.04265403002500534,2.7027027027027026,4.597701149425287,0.0,48.648648648648646,42.19653179190752,0.0,-43.37718194307821,-54.68960086691082
0,0.04265403002500534,3.7383177570093458,4.8076923076923075,0.0,45.794392523364486,48.54368932038835,0.0,13.686947552307274,-54.68960086691082
0,0.0995260700583458,3.4482758620689653,6.25,91.66666666666667,50.57471264367816,50.450450450450454,91.66666666666667,57.722144995512195,-54.68960086691082
0,0.16587677597999573,2.3529411764705883,7.142857142857143,92.85714285714286,50.588235294117645,54.63917525773196,89.28571428571429,164.4027853532872,-54.68960086691082
0,0.3033175468444824,2.7777777777777777,7.6923076923076925,91.80327868852459,55.55555555555556,54.54545454545455,88.52459016393442,285.1988608271403,-54.68960086691082
0,0.36966824531555176,3.1746031746031744,8.219178082191782,93.33333333333333,57.142857142857146,56.94444444444444,85.33333333333333,164.19216596997313,-54.68960086691082
0,0.4976303279399872,3.389830508474576,6.976744186046512,91.74311926605505,54.23728813559322,58.13953488372093,84.25925925925925,9.70725988874024,-54.68960086691082
0,0.6919431090354919,6.451612903225806,10.344827586206897,93.37748344370861,61.29032258064516,62.06896551724138,84.66666666666667,254.00895114079017,-54.68960086691082
0,0.8056871891021729,7.142857142857143,15.789473684210526,93.25842696629213,64.28571428571429,52.63157894736842,83.61581920903954,119.15182672353639,-54.68960086691082
