,Test_accuracy,correct_buys,correct_sells,correct_holds,correct_low_buys,correct_high_sells,correct_mid_holds,Profit gained,buy_n_hold profit
0,0.25961539149284363,12.5,5.298013245033113,91.83673469387755,62.5,44.666666666666664,85.71428571428571,62.689655250427165,678.7940878989605
0,0.05288461595773697,9.523809523809524,4.81283422459893,0.0,61.904761904761905,44.086021505376344,0.0,1625.6585202292501,678.7940878989605
0,0.0625,6.481481481481482,6.0,0.0,39.81481481481482,43.43434343434343,0.0,235.35967549305562,678.7940878989605
0,0.19230769574642181,6.896551724137931,6.593406593406593,93.33333333333333,40.229885057471265,43.333333333333336,90.0,174.51960395025623,678.7940878989605
0,0.3125,8.19672131147541,6.666666666666667,94.73684210526316,44.26229508196721,41.111111111111114,87.5,181.96339242955554,678.7940878989605
0,0.38461539149284363,6.818181818181818,6.976744186046512,91.02564102564102,43.18181818181818,40.69767441860465,87.01298701298701,81.63303492186571,678.7940878989605
0,0.5240384340286255,3.3333333333333335,6.349206349206349,90.43478260869566,40.0,41.26984126984127,85.96491228070175,-17.759010805101823,678.7940878989605
0,0.7019230723381042,7.142857142857143,7.6923076923076925,91.61290322580645,57.142857142857146,46.15384615384615,87.01298701298701,-31.6327545404411,678.7940878989605
0,0.7403846383094788,8.333333333333334,9.090909090909092,92.02453987730061,66.66666666666667,39.39393939393939,87.03703703703704,325.33118520056036,678.7940878989605
0,0.7836538553237915,11.11111111111111,8.333333333333334,91.42857142857143,66.66666666666667,37.5,86.20689655172414,305.12365777475566,678.7940878989605
