,Test_accuracy,correct_buys,correct_sells,correct_holds,correct_low_buys,correct_high_sells,correct_mid_holds,Profit gained,buy_n_hold profit
0,0.32420089840888977,6.315789473684211,7.142857142857143,89.70588235294117,52.12765957446808,50.0,82.3529411764706,-37.32017077188944,-25.17142704927926
0,0.4018264710903168,6.25,8.823529411764707,89.65517241379311,60.317460317460316,54.411764705882355,79.3103448275862,-5.573297911530716,-25.17142704927926
0,0.5525113940238953,4.166666666666667,11.11111111111111,90.47619047619048,60.416666666666664,60.0,80.0,10.921633368194733,-25.17142704927926
0,0.6438356041908264,3.125,10.81081081081081,90.66666666666667,62.5,62.16216216216216,80.53691275167785,-30.886302370689506,-25.17142704927926
0,0.6803653240203857,3.5714285714285716,12.121212121212121,91.13924050632912,60.714285714285715,57.57575757575758,82.1656050955414,-10.933592858946284,-25.17142704927926
0,0.767123281955719,4.761904761904762,19.047619047619047,92.090395480226,66.66666666666667,61.904761904761905,83.52272727272727,-13.001208244695265,-25.17142704927926
0,0.7990867495536804,5.882352941176471,22.22222222222222,92.3913043478261,58.8235294117647,72.22222222222223,84.15300546448087,-13.001208244695265,-25.17142704927926
0,0.7899543642997742,11.11111111111111,11.764705882352942,91.84782608695652,61.111111111111114,64.70588235294117,83.60655737704919,-1.928543208227978,-25.17142704927926
0,0.7853881120681763,11.11111111111111,11.11111111111111,91.80327868852459,55.55555555555556,66.66666666666667,83.51648351648352,-3.1919897152468053,-25.17142704927926
0,0.835616409778595,16.666666666666668,15.384615384615385,92.26804123711341,66.66666666666667,69.23076923076923,83.93782383419689,1.9797519822270147,-25.17142704927926
